,Drone 1 x,Drone 1 y,Drone 1 vx,Drone 1 vy,Drone 2 x,Drone 2 y,Drone 2 vx,Drone 2 vy,Drone 3 x,Drone 3 y,Drone 3 vx,Drone 3 vy,Drone 4 x,Drone 4 y,Drone 4 vx,Drone 4 vy,Drone 5 x,Drone 5 y,Drone 5 vx,Drone 5 vy,Drone 6 x,Drone 6 y,Drone 6 vx,Drone 6 vy,Drone 7 x,Drone 7 y,Drone 7 vx,Drone 7 vy,Drone 8 x,Drone 8 y,Drone 8 vx,Drone 8 vy,Drone 9 x,Drone 9 y,Drone 9 vx,Drone 9 vy,Drone 10 x,Drone 10 y,Drone 10 vx,Drone 10 vy,Drone 11 x,Drone 11 y,Drone 11 vx,Drone 11 vy,Drone 12 x,Drone 12 y,Drone 12 vx,Drone 12 vy,Drone 13 x,Drone 13 y,Drone 13 vx,Drone 13 vy,Drone 14 x,Drone 14 y,Drone 14 vx,Drone 14 vy,Drone 15 x,Drone 15 y,Drone 15 vx,Drone 15 vy,Drone 16 x,Drone 16 y,Drone 16 vx,Drone 16 vy,Drone 17 x,Drone 17 y,Drone 17 vx,Drone 17 vy,Drone 18 x,Drone 18 y,Drone 18 vx,Drone 18 vy,Drone 19 x,Drone 19 y,Drone 19 vx,Drone 19 vy,Drone 20 x,Drone 20 y,Drone 20 vx,Drone 20 vy
0,0.0,500.0,-0.34090388176421005,-0.46903785644383045,25.0,500.0,0.4537607838074833,0.822322522462485,50.0,500.0,-0.8471880400398173,-0.9971837219988267,75.0,500.0,0.790082401992589,0.2724008320954383,100.0,500.0,0.19596145508839347,-0.9082300566051844,125.0,500.0,-0.5171163738740487,0.4616036967838377,150.0,500.0,0.5765010495959002,0.6163234438406406,175.0,500.0,-0.6210343378908043,0.6999180153307607,200.0,500.0,0.036318188711529586,0.17368323399370422,225.0,500.0,0.6713783004365141,0.946177981414674,250.0,500.0,-0.1933596367484962,-0.7704499605672446,275.0,500.0,0.15227948255359292,-0.9989891783586562,300.0,500.0,0.491271036154844,0.8975095806230757,325.0,500.0,-0.7720798426608366,0.5459968315638539,350.0,500.0,-0.7255823494720175,-0.3774277022043273,375.0,500.0,-0.6098892521160015,-0.4598085823369531,400.0,500.0,-0.6589110919067596,0.9019846095602553,425.0,500.0,-0.8191423751509954,-0.39193473693793734,450.0,500.0,0.5233915257380999,-0.14556348200777314,475.0,500.0,0.22574019951756252,-0.7237650161736644
1,0.0,499.5,0.0,-0.5,25.01099140449786,499.50021982808994,0.010991404497860978,-0.49978017191004276,50.01000028576804,499.5002100092148,0.010000285768033806,-0.49978999078520175,75.00677920180343,499.50018852640744,0.006779201803430907,-0.49981147359255296,100.00277733737478,499.5001684520976,0.0027773373747811744,-0.4998315479024002,124.99841399503474,499.5001509025517,-0.0015860049652637633,-0.499849097448316,149.99385422736043,499.50013558820876,-0.006145772639572219,-0.4998644117912324,174.989175968858,499.5001220942527,-0.010824031141991883,-0.49987790574729857,199.98442076416893,499.50011007016354,-0.01557923583107964,-0.4998899298364517,224.9796127730089,499.5000992434593,-0.020387226991095162,-0.4999007565406899,249.97476699803087,499.50008940498697,-0.025233001969117416,-0.49991059501306206,274.96989324616925,499.50008039312524,-0.030106753830729673,-0.49991960687475756,299.9649981981335,499.50007208140727,-0.03500180186649065,-0.49992791859270636,324.96008656203975,499.500064369489,-0.03991343796023655,-0.4999356305110021,349.9551617514238,499.50005717666056,-0.04483824857617702,-0.4999428233394153,374.9502263016371,499.5000504371702,-0.04977369836288842,-0.49994956282976943,399.9452821352564,499.5000440968192,-0.05471786474362655,-0.4999559031808369,424.9403307367289,499.5000381104507,-0.05966926327108943,-0.49996188954930787,449.93537327050865,499.5000324400735,-0.06462672949132654,-0.4999675599265308,474.9304106629215,499.50002705344014,-0.06958933707854356,-0.49997294655987007
2,0.0,499.00000000002973,-0.0,-0.4999999999702476,25.02199422064978,499.00043947166836,0.011002816151920013,-0.4997803564215895,50.0200180140638,499.00042002202247,0.01001772829576372,-0.4997899871923456,75.01357621350436,499.00037713606645,0.006797011700939479,-0.4998113903410166,100.00557189227524,499.0003370279294,0.0027945549004625685,-0.49983142416826065,124.99684458368532,499.00030195233836,-0.0015694113494275493,-0.4998489502133509,149.9877245984467,499.00027133855633,-0.0061296289137137494,-0.4998642496524462,174.9783678395416,499.000244360692,-0.010808129316402829,-0.49987773356066356,199.96885738542616,499.00022031959213,-0.015563378742770933,-0.4998897505714118,224.95924153426492,499.00019867133466,-0.020371238743977612,-0.49990057212466316,249.94955026968316,499.00017899823064,-0.02521672834772478,-0.49991040675630577,274.9398031862628,499.0001609774239,-0.030090059906435936,-0.4999194157013401,299.9300136290746,499.0001443562332,-0.03498456905888753,-0.49992772517407497,324.92019100080864,499.0001289341418,-0.03989556123110769,-0.49993543534721013,349.9103421175432,499.0001145498499,-0.04481963388057356,-0.4999426268106247,374.9004720413972,499.00010107194015,-0.04975426023988125,-0.49994936523007083,399.8905846115655,499.00008839207806,-0.05469752369090497,-0.4999557047411296,424.8806827948144,499.0000764199975,-0.05964794191453409,-0.49996169045316735,449.8707689267681,499.00006507975206,-0.0646043437405213,-0.49996736032142175,474.86084490720896,499.0000543068751,-0.06956575571249982,-0.4999727465650754
3,0.0,498.50000000014825,-0.0,-0.4999999998814837,25.033008383848166,498.50065893028386,0.011014163198386509,-0.4997805413844715,50.030053152731,498.50063003832673,0.010035138667198785,-0.4997899836957463,75.02039102019046,498.50056582902965,0.006814806686087797,-0.49981130703678456,100.00838365597167,498.50050572757397,0.0028117636964247765,-0.49983130035543705,124.99529175950744,498.5004531494419,-0.001552824177874269,-0.4998488028964738,149.98161110759756,498.5004072511241,-0.006113490849143969,-0.4998640874322514,174.96757560653836,498.50036679939876,-0.01079223300323483,-0.49987756129325134,199.953309858127,498.5003307483663,-0.015547527299153086,-0.49988957122580435,224.9388862778674,498.50029828370674,-0.020355256397531937,-0.4999003876279068,249.92434980875163,498.50026877981225,-0.0252004609315356,-0.4999102184184164,274.90972981375995,498.5002417529776,-0.030073372502866482,-0.4999192244462535,299.8950462859953,498.50021682456,-0.0349673430792803,-0.4999275316731828,324.8803133091895,498.50019369404123,-0.03987769161914716,-0.49993524010056345,349.8655410909749,498.5001721196515,-0.044801026568348896,-0.4999424301984219,374.8507372116558,498.50015190439365,-0.049734829741386447,-0.4999491675464756,399.83590742108726,498.5001328858609,-0.05467719047821721,-0.49995550621716206,424.8210561662256,498.5001149287249,-0.05962662858874659,-0.49996149127261985,449.80618696057786,498.5000979191198,-0.06458196619026466,-0.49996716063225444,474.7913027244887,498.5000817603866,-0.06954218272030807,-0.49997254648846556
4,0.0,498.0000000004138,-0.0,-0.4999999997344471,25.044033829535753,498.0008782034887,0.01102544568758749,-0.4997807267951449,50.0401056695679,498.00084005803063,0.010052516836903537,-0.49978998029607763,75.02722360692287,498.0007546053494,0.00683258673241067,-0.4998112236802627,100.01121261972199,498.00067455110997,0.0028289637503124275,-0.49983117646401715,124.99375551605044,498.00060449394425,-0.00153624345699535,-0.49984865549763613,149.97551374914764,498.00054332599353,-0.006097358449912874,-0.49986392513054806,174.95679926433263,498.00048941045384,-0.01077634220573593,-0.4998773889449458,199.93777817662365,498.0004413565668,-0.015531681503349746,-0.4998893917995125,224.91854699791233,498.00039808065645,-0.020339279955065476,-0.4999002030503088,249.89916560902745,498.00035874981296,-0.02518419972419077,-0.4999100299992892,274.8796731221359,498.0003227198682,-0.03005669162405444,-0.49991903310940117,299.8600961620632,498.0002894864701,-0.03495012393212259,-0.49992733808994144,324.84045348006026,498.0002586492702,-0.039859829129225845,-0.49993504477098105,349.82075866433007,498.00022988614876,-0.044782426644796855,-0.49994223350273326,374.80102180478275,498.0002029346147,-0.049715406873088036,-0.49994896977891684,399.7812505559756,498.000177578252,-0.05465686511164452,-0.49995530760887374,424.76145084292546,498.0001536367173,-0.05960532330016273,-0.49996129200761114,449.7416273637306,498.00013095826085,-0.0645595968473145,-0.49996696085898157,474.72178410637997,498.00010941405657,-0.06951861810871204,-0.4999723463300034
5,0.0,497.500000000884,-0.0,-0.4999999995298751,25.055070493205807,497.50109729083863,0.011036663670054774,-0.49978091265007046,50.05017553232729,497.5010500810366,0.01006986275938405,-0.49978997699401395,75.03407395873626,497.50094346507757,0.006850351813377009,-0.4998111402718582,100.01405877477174,497.5008434986159,0.0028461550497490542,-0.4998310524940889,124.99223584685726,497.50075598592747,-0.0015196691931843563,-0.4998485080167891,149.96943251742758,497.5006795632463,-0.006081231720060553,-0.49986376274723604,174.9460388074055,497.5006121939382,-0.010760456927133632,-0.499877216515631,199.9222623352652,497.50055214427437,-0.01551584135846145,-0.4998892122924187,224.89822368849246,497.5004980622647,-0.0203233094198692,-0.4999000183917569,249.87399766429814,497.5004489083141,-0.025167944729309468,-0.49990984149881934,274.8496331048619,497.5004038781775,-0.03004001727401883,-0.4999188416906863,299.82516325044134,497.50036234204583,-0.03493291162184767,-0.499927144424262,324.80061150629405,497.5003237999118,-0.03984197376620452,-0.4999348493583819,349.77599483021487,497.50028784942526,-0.04476383411518751,-0.4999420367234849,374.7513258131421,497.5002541626874,-0.04969599164066814,-0.49994877192732723,399.72661400837836,497.5002224693358,-0.0546365475972338,-0.4999551089162039,424.7018668168702,497.5001925440592,-0.05958402605521187,-0.4999610926580869,449.67709012801214,497.5001641972593,-0.06453723571840443,-0.49996676100155574,474.65228904449555,497.5001372679669,-0.06949506188445237,-0.49997214608965185
6,0.0,497.0000000016155,-0.0,-0.49999999926850375,25.06611831040232,497.0013161918929,0.011047817196512698,-0.49978109894571365,50.0602627087164,497.00126010724637,0.010087176389110594,-0.4997899737902302,75.04094206063863,497.00113240826556,0.006868101902368493,-0.49981105681197907,100.01692211235408,497.00101257017013,0.002863337582335068,-0.49983092844574056,124.99073274546444,497.0009076254736,-0.0015031013928174803,-0.4998483604538841,149.96336740676398,497.0008159629641,-0.006065110663605704,-0.49986360028221494,174.93529423023486,497.000735149933,-0.010744577170644528,-0.4998770440051906,199.90676232839763,497.00066311156996,-0.015500006867579583,-0.4998890327044058,224.87791634369725,497.00059822861255,-0.020307344795219735,-0.49989983365213886,249.84884596834763,497.0005392553972,-0.025151695950500638,-0.4999096529169019,274.8196097554051,497.0004852279875,-0.030023349456758233,-0.4999186501900121,299.79024754428843,497.00043539136976,-0.034915706152878,-0.49992695067605575,324.7607873807591,497.00038914604914,-0.03982412553492584,-0.49993465386268476,349.7312495812301,497.0003460095647,-0.044745248984777164,-0.49994183986060287,374.7016492290923,497.00030558869577,-0.049676584049781085,-0.4999485739916398,399.6719977704373,497.00026755919674,-0.05461623794103979,-0.49995491013909193,424.6423040800099,497.0002316508352,-0.05956273686028041,-0.4999608932239928,449.61257524520187,497.0001976361994,-0.06451488281024692,-0.4999665610599294,474.5828175304413,497.00016532219956,-0.06947151405424544,-0.49997194576737364
7,0.0,496.5000000026644,-0.0,-0.4999999989510673,25.07717721672018,496.5015349062144,0.011058906317859368,-0.4997812856785448,50.070367166396885,496.50147013656095,0.010104457680481556,-0.4997899706854022,75.04782789761131,496.50132143496455,0.006885836972684231,-0.4998109733010346,100.01980262368971,496.5011817658511,0.002880511335636115,-0.49983080431906096,124.98924620540215,496.5010594126647,-0.0014865400622824832,-0.4998482128088725,149.95731841147943,496.50095252522874,-0.006048995284557526,-0.49986343773538444,174.92456552729539,496.5008582785195,-0.010728702939460015,-0.4998768714135081,199.89127815036386,496.5007742585346,-0.01548417803376945,-0.4998888530353562,224.85762495761287,496.5006985797812,-0.020291386084369787,-0.499899648831342,249.82371051495628,496.50062979114375,-0.025135453391348535,-0.49990946425343186,274.7896030672289,496.5005667693802,-0.030006688176257196,-0.4999184586072814,299.75534903675884,496.5005086345245,-0.03489850752961048,-0.4999267568452336,324.7209810963189,496.50045468776534,-0.03980628444021217,-0.4999344582838082,349.6865229099713,496.5004043666507,-0.04472667125880472,-0.49994164291401294,374.65199204498623,496.500357212724,-0.04965718410606698,-0.499948375971787,399.6174018342882,496.50031284791925,-0.05459593614907667,-0.4999547112774768,424.58276262428814,496.50027095712994,-0.059541455721758244,-0.4999606937052743,449.54808270707235,496.50023127516533,-0.06449253812953545,-0.4999663610340552,474.5133695558165,496.5001935768364,-0.06944797462478149,-0.4999717453631316
8,0.0,496.00000000408613,-0.0,-0.49999999857829863,25.08824714780538,496.00175343336934,0.011069931085199746,-0.499781472845039,50.08048887298475,496.00168016888074,0.01012170658786921,-0.4997899676802062,75.05473145460888,496.00151054522513,0.006903556997567728,-0.49981088973943466,100.02270029998692,496.0013510857369,0.0028976762972093826,-0.49983068011413906,124.98777622019419,496.00121134758297,-0.0014699852079592612,-0.49984806508170565,149.95128552589253,496.0010892501221,-0.006032885586913078,-0.49986327510664397,174.91385269305863,496.000981579779,-0.010712834236759386,-0.4998766987404669,199.87580979550378,496.0008855852494,-0.015468354860081898,-0.499888673285152,224.83734952432232,496.000799115852,-0.020275433290556474,-0.4998994639292537,249.79859129790086,496.00072051563546,-0.025119217055422745,-0.4999092755083038,274.7596130337924,496.0006485024378,-0.029990033436479168,-0.49991826694239716,299.7204677210024,496.0005820715928,-0.034881315756430935,-0.49992656293170634,324.681192645832,496.0005204251437,-0.039788450486869485,-0.49993426262167096,349.6418148090288,496.00046292076706,-0.04470810094248918,-0.49994144588364103,374.6023542531711,496.0004090348563,-0.04963779181514421,-0.49994817786770157,399.56282619206087,496.000358335588,-0.05457564222734428,-0.49995451233129773,424.52324244164214,496.0003104630281,-0.059520182646013206,-0.499960494101877,449.48361250538943,496.0002651142415,-0.06447020168294673,-0.4999661609238854,474.4439451122138,496.00022203195954,-0.06942444360272822,-0.49997154487688844
9,0.0,495.5000000059352,-0.0,-0.4999999981509291,25.099328039355182,495.5019717729277,0.01108089154980136,-0.4997816604416763,50.09062779605033,495.5018902041054,0.010138923065577852,-0.4997899647753192,75.06165271655904,495.50169973909755,0.0069212619501582955,-0.49981080612759066,100.0256151324415,495.50152052990586,0.002914832454574169,-0.4998305558310642,124.98632278335796,495.5013634303106,-0.001453436836223893,-0.49984791727233496,149.94526874431787,495.50122613772623,-0.0060167815746574906,-0.49986311239589304,174.90315572199293,495.5011050537931,-0.010696971065707408,-0.4998765259859504,199.86035725815424,495.50099709179574,-0.015452537349552667,-0.4998884934536755,224.81709003790533,495.5008998369062,-0.02025948641700165,-0.4998992789457611,249.77348831095458,495.5008114289541,-0.025102986946277526,-0.49990908668141215,274.72963964855103,495.50073042724256,-0.029973385241372306,-0.49991807519526194,299.6856035901647,495.5006557026574,-0.03486413083770864,-0.4999263689353848,324.6414220221523,495.5005863582675,-0.03977062367968821,-0.4999340668761913,349.59712527098776,495.50052167199766,-0.04468953804103438,-0.49994124876941265,374.5527358459885,495.500461055177,-0.049618407182615905,-0.49994797967931587,399.50827083587905,495.50040402228746,-0.05455535618183926,-0.49995431330049356,424.4637435240028,495.5003501686143,-0.05949891763938149,-0.49996029441374606,449.4191646319123,495.5002991535121,-0.06444787347714552,-0.49996596072937227,474.37454419121906,495.5002506876509,-0.06940092099475034,-0.49997134430860696
