,Drone-0-x,Drone-0-y,Drone-1-x,Drone-1-y,Drone-2-x,Drone-2-y,Drone-3-x,Drone-3-y,Drone-4-x,Drone-4-y,Drone-0-v-x,Drone-0-v-y,Drone-1-v-x,Drone-1-v-y,Drone-2-v-x,Drone-2-v-y,Drone-3-v-x,Drone-3-v-y,Drone-4-v-x,Drone-4-v-y
0,0.0,0.0,5.0,3.0,10.0,6.0,15.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0005,0.2632499671032437,5.521910000000019,2.9635153069371323,10.00375,6.0203,14.5338732,2.9783411850628836,19.018550664,0.1847036777285063,100.0,25.999996710324375,52.00100000000184,-3.473469306286786,0.375,2.03,-46.947679999999956,-2.1958814937116355,-97.87993359999996,18.20036777285063
2,1.9005216772800004,0.5330062364658346,5.991391110830915,2.9374327922651315,9.99915,6.03555,14.11065561304222,2.9671213493396613,18.13970097890306,0.33616372696493624,90.15216772800004,26.98062693625909,46.73811108308964,-2.808251467200072,-0.46,1.525,-42.451758695778175,-0.9769835723222382,-88.14496850969371,15.63100492364299
3,2.70889789715312,0.8211558144527186,6.411847912263604,2.915568294027745,10.00195,6.056299999999999,13.72595109976523,2.9697242800670653,17.341947838774455,0.4720469598667535,81.27762198731196,28.8449577986884,41.98568014326891,-2.236449823738641,0.28,2.075,-38.36045132769901,0.3752930727403818,-79.42031401286057,13.928323290181726
4,3.441920002395296,1.1217860717871744,6.787985481410574,2.8947293184205027,10.005650000000001,6.079599999999999,13.377475078231171,2.986028436959734,16.62435262291327,0.611821948480657,73.2922105242176,30.088025733445573,37.72875691469699,-1.918897560724266,0.37,2.33,-34.65260215340576,2.1204156892668395,-71.50952158611838,14.332498861390349
5,4.106325665627796,1.4090885973331184,7.1287732566044095,2.87595524733301,10.0074,6.0992999999999995,13.065564102226624,3.031735912073016,15.98116567358218,0.7700608944048789,66.05556632325002,28.900252554594402,33.923777519383606,-1.5674071087492676,0.175,1.97,-31.286097600454802,4.365747511328232,-64.37869493310929,15.883894592422198
6,4.705577660380321,1.6605997704688384,7.432322404422588,2.8677998308542763,10.002600000000001,6.124099999999999,12.787702253252714,3.10984890447708,15.402836467650808,0.9376929256928146,59.51519947525247,25.431117313572017,30.489914781817873,-0.9355416478733423,-0.48,2.48,-28.281184897390993,7.336299240406376,-57.99292059313713,16.788203128793562
7,5.241890328180011,1.8656167722602084,7.705639124935869,2.8736240844174175,10.00045,6.1457,12.530851490330004,3.218891346910089,14.876286239919244,1.1039992948796917,53.606266779969,20.806700179136993,27.416672051328174,0.2624253563141381,-0.215,2.16,-25.60007629227094,10.40424424330089,-52.26502277315638,16.695636918687704
8,5.728698901919836,2.0318444199921997,7.952678513443347,2.8926326438712042,10.000850000000002,6.170649999999999,12.29844208195488,3.342911426496098,14.402098299379134,1.2590275865427851,48.29085737398255,16.347764773199142,24.653938850747764,1.6858559453786595,0.04,2.495,-23.13094083751237,12.702007958600916,-47.04879405401097,15.96282916630934
9,6.166893880420517,2.1613867328988303,8.173054337448587,2.9224135630264985,10.0058,6.194049999999999,12.086637587453128,3.4738539168962568,13.975746522131798,1.4100867373854666,43.474497850068026,12.94423129066308,22.20758240052404,3.238091915529414,0.495,2.34,-20.900449450175316,13.57924904001587,-42.35017772473357,14.815915084268145
10,6.562686530206147,2.276697597576386,8.373871055641876,2.9767357033219763,10.0014,6.214599999999999,11.899665660624036,3.6041028672665445,13.58972410918067,1.544736308612779,39.12426497856299,11.346086467755566,20.121671819328927,5.182214029547789,-0.44,2.055,-18.907192682909077,13.349895037028787,-38.11724129511275,13.494957122731238
11,6.915842348005369,2.3793500927875635,8.558487130338865,3.0455819687974897,9.99775,6.234549999999999,11.725862015615759,3.7292555748846516,13.250399556358698,1.6652027179213151,35.13558177992219,10.625249521117729,18.27660746969886,6.779626547551349,-0.365,1.995,-17.225364500827673,12.560270761810727,-34.25745528219719,12.356640930853619
12,7.233594844649221,2.480331594888722,8.719984438178026,3.1299813723370455,9.9998,6.252249999999998,11.564368059969466,3.8491212550883516,12.943333304246478,1.784647394492052,31.470249664385207,10.443150210115839,16.549730783916054,8.029940353955578,0.205,1.77,-15.764395564629293,11.741568020369986,-30.76162521122201,11.604467657073693
13,7.5149589026233885,2.5826842530860974,8.865396370116313,3.222384935859649,9.997,6.272049999999998,11.416907945048159,3.959159379953336,12.666204146806137,1.889769445036945,27.94140579741675,10.485265819737569,14.921193193828755,8.815356352260329,-0.28,1.98,-14.566011492130684,11.07381248649843,-27.437915744033987,10.922205054489304
14,7.7639992271302765,2.6825832856348906,8.995127286298437,3.3118607455791866,9.99455,6.291499999999998,11.283834845496333,4.060624423071773,12.423400481677449,1.990746225024418,24.504032450688804,10.294903254879301,13.123091618212491,9.097580971953805,-0.245,1.945,-13.58230995518257,10.536504311843721,-24.165366512868903,10.552677998747281
15,7.973944402353266,2.7842142393847307,9.10582313077586,3.409661401311133,9.99245,6.306699999999998,11.155296132666377,4.168189502885559,12.213095206976988,2.090200702306323,21.139517522298917,10.038095374984012,11.074584447742243,9.310065573194644,-0.21,1.52,-12.673871282995584,10.316507981378596,-21.100527470046213,10.385447728190538
16,8.156074537339206,2.8790908575480914,9.194460761178561,3.504202322100253,9.997349999999999,6.3302999999999985,11.04507201578786,4.268767164771438,12.02691371770388,2.1935878414088834,17.978013498594002,9.832661816336072,9.173763040270124,9.309092078912002,0.49,2.36,-11.297411687851833,9.837766188587928,-18.16814892731062,10.12371391025603
17,8.30919947176941,2.981149934698989,9.272722338189524,3.594685746280426,9.9985,6.351349999999998,10.946089819262665,4.359866202791751,11.873253363349585,2.2949247925772194,14.877493443020473,9.85090771508976,7.8161577010962215,9.378342418017322,0.115,2.105,-9.95321965251939,9.554903802031301,-15.381035435429533,9.823695116833598
18,8.433680737265497,3.0792808824869167,9.33993885283513,3.6925335685383085,9.99895,6.368249999999998,10.859074214097161,4.454887719216647,11.746896174541662,2.388694899037108,12.088126549608685,9.473094778792769,6.376651464560664,9.374782225788227,0.045,1.69,-8.256560516550456,9.577151642489664,-12.995718880792236,9.562010645988845
19,8.530109372033051,3.1680468715574146,9.389023463327584,3.783428917061443,10.00305,6.387799999999998,10.792174781670564,4.550650085178439,11.63775000459703,2.4826547709940545,9.687863476755322,9.221598907049785,4.908461049245435,9.09453485231346,0.41,1.955,-6.319943242659703,9.291236596179129,-10.849616994463233,9.310987195694647
