,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,vx0,vy0,vx1,vy1,vx2,vy2,vx3,vy3,vx4,vy4,average spacing,time_sin,time_cos,label
100,9.285161838124626,9.99999999999998,9.585901619636326,11.999999999999973,9.804060467993946,13.999999999999964,10.123088311849534,11.999999999999973,10.624212543889842,9.99999999999998,7.633740544637691,10.0,-1.1455599022426042,10.0,-1.8789782433682882,10.0,-0.9313076757347725,10.0,-7.665490597825476,10.0,2.2809454105304505,-2.4492935982947064e-16,1.0,1
101,9.351699243571003,10.09999999999998,9.5842460206139,12.099999999999973,9.795070685560262,14.099999999999964,10.103975235092186,12.099999999999973,10.557357637911586,10.09999999999998,6.6537405446376905,10.0,-0.1655599022426042,10.0,-0.8989782433682882,10.0,-1.9113076757347724,10.0,-6.685490597825476,10.0,2.253632709583427,0.06279051952931278,0.9980267284282716,1
102,9.40843664901738,10.19999999999998,9.592390421591475,12.199999999999973,9.795070685560262,14.199999999999964,10.094662158334838,12.199999999999973,10.500302731933331,10.19999999999998,5.67374054463769,10.0,0.8144400977573958,10.0,0.0,10.0,-0.9313076757347725,10.0,-5.7054905978254755,10.0,2.2281861797331586,0.12533323356430418,0.9921147013144779,1
103,9.455374054463757,10.29999999999998,9.590734822569049,12.299999999999972,9.785270685560262,14.299999999999963,10.07554908157749,12.299999999999972,10.448482894949883,10.29999999999998,4.69374054463769,10.0,-0.1655599022426042,10.0,-0.98,10.0,-1.9113076757347724,10.0,-5.181983698344795,10.0,2.206707627090136,0.1873813145857242,0.9822872507286887,1
104,9.492511459910133,10.399999999999979,9.579279223546623,12.399999999999972,9.770968213297335,14.399999999999963,10.060306745961451,12.399999999999972,10.389063260400896,10.399999999999979,3.7137405446376897,10.0,-1.1455599022426042,10.0,-1.4302472262926669,10.0,-1.5242335616037943,10.0,-5.941963454898689,10.0,2.1885676527765936,0.24868988716485488,0.9685831611286311,1
105,9.51984886535651,10.499999999999979,9.566355714697677,12.499999999999972,9.746865741034409,14.499999999999963,10.037478448524809,12.499999999999972,10.339443625851908,10.499999999999979,2.7337405446376897,10.0,-1.2923508848945418,10.0,-2.410247226292667,10.0,-2.282829743664273,10.0,-4.961963454898688,10.0,2.173019566354644,0.3090169943749472,0.9510565162951536,1
106,9.537386270802887,10.599999999999978,9.55077118144945,12.599999999999971,9.716128206651028,14.599999999999962,10.006383008647687,12.599999999999971,10.281991898794612,10.599999999999978,1.7537405446376897,10.0,-1.5584533248226484,10.0,-3.0737534383380174,10.0,-3.109543987712209,10.0,-5.7451727057296065,10.0,2.16032668100173,0.3681245526846782,0.9297764858882513,1
107,9.545123676249265,10.699999999999978,9.525386648201223,12.69999999999997,9.675590672267647,14.699999999999962,9.965487568770564,12.69999999999997,10.214740171737315,10.699999999999978,0.7737405446376897,10.0,-2.5384533248226484,10.0,-4.053753438338017,10.0,-4.089543987712209,10.0,-6.725172705729607,10.0,2.1474491150332895,0.42577929156507255,0.9048270524660196,1
108,9.543061081695642,10.799999999999978,9.490202114952996,12.79999999999997,9.633393880788905,14.799999999999962,9.914792128893442,12.79999999999997,10.13768844468002,10.799999999999978,-0.20625945536231027,10.0,-3.5184533248226484,10.0,-4.21967914787424,10.0,-5.069543987712208,10.0,-7.705172705729607,10.0,2.1349286614389955,0.4817536741017149,0.8763066800438638,1
109,9.543061081695642,10.899999999999977,9.46481758170477,12.89999999999997,9.600997089310162,14.899999999999961,9.87389668901632,12.89999999999997,10.070436717622723,10.899999999999977,0.0,10.0,-2.5384533248226484,10.0,-3.23967914787424,10.0,-4.089543987712208,10.0,-6.725172705729607,10.0,2.1226251638464033,0.535826794978996,0.8443279255020155,1
110,9.533261081695642,10.999999999999977,9.44134635050502,12.99999999999997,9.57840029783142,14.999999999999961,9.842801249139198,12.99999999999997,10.012984990565426,10.999999999999977,-0.98,10.0,-2.3471231199749982,10.0,-2.25967914787424,10.0,-3.109543987712208,10.0,-5.7451727057296065,10.0,2.1115515303425285,0.5877852522924729,0.8090169943749476,1
111,9.533261081695642,11.099999999999977,9.42767511930527,13.09999999999997,9.565603506352678,15.09999999999996,9.821505809262076,13.09999999999997,9.96533326350813,11.099999999999977,0.0,10.0,-1.3671231199749982,10.0,-1.2796791478742402,10.0,-2.129543987712208,10.0,-4.765172705729606,10.0,2.1040303601915795,0.63742398974869,0.770513242775789,1
112,9.523461081695642,11.199999999999976,9.40420388810552,13.199999999999969,9.543006714873936,15.19999999999996,9.790410369384954,13.199999999999969,9.907881536450834,11.199999999999976,-0.98,10.0,-2.3471231199749982,10.0,-2.25967914787424,10.0,-3.109543987712208,10.0,-5.7451727057296065,10.0,2.0966635535567297,0.6845471059286886,0.7289686274214116,1
113,9.503861081695641,11.299999999999976,9.390532656905771,13.299999999999969,9.530209923395194,15.29999999999996,9.769114929507833,13.299999999999969,9.860229809393537,11.299999999999976,-1.96,10.0,-1.3671231199749982,10.0,-1.2796791478742402,10.0,-2.129543987712208,10.0,-4.765172705729606,10.0,2.0894520740725704,0.7289686274214112,0.684547105928689,1
114,9.49406108169564,11.399999999999975,9.386661425706022,13.399999999999968,9.527213131916453,15.36438271168063,9.757619489630711,13.399999999999968,9.822378082336241,11.399999999999975,-0.98,10.0,-0.38712311997499826,10.0,-0.2996791478742402,6.438271168067085,-1.149543987712208,10.0,-3.785172705729606,10.0,2.0844928224577624,0.7705132427757887,0.6374239897486903,1
115,9.47446108169564,11.499999999999975,9.37348577077102,13.499999999999968,9.51441634043771,15.46438271168063,9.743796920132295,13.499999999999968,9.794326355278946,11.499999999999975,-1.96,10.0,-1.3175654935000387,10.0,-1.2796791478742402,10.0,-1.3822569498416033,10.0,-2.805172705729606,10.0,2.0654538370123037,0.8090169943749478,0.5877852522924727,1
116,9.46466108169564,11.599999999999975,9.37011011583602,13.599999999999968,9.511419548958969,15.56438271168063,9.73977435063388,13.599999999999968,9.77607462822165,11.599999999999975,-0.98,10.0,-0.3375654935000387,10.0,-0.2996791478742402,10.0,-0.4022569498416033,10.0,-1.825172705729606,10.0,2.0641210632773594,0.8443279255020152,0.5358267949789964,1
