,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,vx0,vy0,vx1,vy1,vx2,vy2,vx3,vy3,vx4,vy4,average spacing,time_sin,time_cos,label
0,0.0,0.0,5.0,2.0,10.0,4.0,15.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.334681035791913,0.0,1.0,2
1,-0.0098,0.042110510198484156,4.9902,2.1,9.9902,4.1,15.0098,2.1,20.0098,-0.05791640427430834,-0.98,4.211051019848416,-0.98,10.0,-0.98,10.0,0.98,10.0,0.98,-5.791640427430834,10.334681035791913,0.06279051952931337,0.9980267284282716,2
2,-0.0294,0.11078974862119423,4.9706,2.2,9.9902,4.199999999999999,15.0294,2.2,20.0294,0.029777655127131215,-1.96,6.867923842271008,-1.96,10.0,0.0,10.0,1.96,10.0,1.96,8.769405940143955,10.36544859186161,0.12533323356430426,0.9921147013144779,2
3,-0.0588,0.11078974862119423,4.9412,2.3000000000000003,10.0,4.299999999999999,15.058800000000002,2.3000000000000003,20.058799999999998,-0.01106096484064642,-2.94,0.0,-2.94,10.0,0.98,10.0,2.94,10.0,2.94,-4.083861996777763,10.392254598992729,0.1873813145857246,0.9822872507286887,2
4,-0.098,0.11078974862119423,4.902,2.4000000000000004,10.0,4.399999999999999,15.098,2.4000000000000004,20.098,-0.09742287377064131,-3.92,0.0,-3.92,10.0,0.0,10.0,3.92,10.0,3.92,-8.636190892999489,10.44902105675661,0.2486898871648548,0.9685831611286311,2
5,-0.14700000000000002,0.11078974862119423,4.853,2.5000000000000004,10.0098,4.499999999999998,15.147,2.5000000000000004,20.147,-0.121192576947599,-4.9,0.0,-4.9,10.0,0.98,10.0,4.9,10.0,4.9,-2.3769703176957693,10.522653145626546,0.3090169943749474,0.9510565162951535,2
6,-0.20580000000000004,0.1969383578665271,4.7942,2.6000000000000005,10.0098,4.599999999999998,15.2058,2.6000000000000005,20.2058,-0.14299024448356565,-5.880000000000001,8.614860924533287,-5.880000000000001,10.0,0.0,10.0,5.880000000000001,10.0,5.880000000000001,-2.1797667535966654,10.602203101179436,0.3681245526846779,0.9297764858882515,2
7,-0.27440000000000003,0.2857395073711283,4.7256,2.7000000000000006,10.0,4.6999999999999975,15.2744,2.7000000000000006,20.2744,-0.1801704266881708,-6.860000000000001,8.880114950460122,-6.860000000000001,10.0,-0.98,10.0,6.860000000000001,10.0,6.860000000000001,-3.718018220460513,10.685095608821127,0.42577929156507266,0.9048270524660196,2
8,-0.35280000000000006,0.20536806653135697,4.6472,2.8000000000000007,10.0,4.799999999999997,15.3528,2.8000000000000007,20.3528,-0.2801704266881708,-7.840000000000002,-8.037144083977134,-7.840000000000002,10.0,0.0,10.0,7.840000000000002,10.0,7.840000000000002,-10.0,10.78126242970424,0.4817536741017153,0.8763066800438636,2
9,-0.44100000000000006,0.17435102577637845,4.559,2.900000000000001,9.9902,4.899999999999997,15.441,2.900000000000001,20.441,-0.3801704266881708,-8.820000000000002,-3.1017040754978518,-8.820000000000002,10.0,-0.98,10.0,8.820000000000002,10.0,8.820000000000002,-10.0,10.913299268782456,0.5358267949789967,0.8443279255020151,2
10,-0.5390000000000001,0.07435102577637845,4.461,3.000000000000001,9.9902,4.9999999999999964,15.539000000000001,3.000000000000001,20.538999999999998,-0.4801704266881708,-9.800000000000002,-10.0,-9.800000000000002,10.0,0.0,10.0,9.800000000000002,10.0,9.800000000000002,-10.0,11.053186718404472,0.5877852522924731,0.8090169943749475,2
11,-0.6390000000000001,-0.025648974223621557,4.361000000000001,3.100000000000001,9.9804,5.099999999999996,15.639000000000001,3.100000000000001,20.639,-0.5801704266881708,-10.0,-10.0,-10.0,10.0,-0.98,10.0,10.0,10.0,10.0,-10.0,11.213040136997098,0.6374239897486896,0.7705132427757893,2
12,-0.7390000000000001,-0.12564897422362156,4.261000000000001,3.200000000000001,9.960799999999999,5.199999999999996,15.739,3.200000000000001,20.739,-0.6801704266881707,-10.0,-10.0,-10.0,10.0,-1.96,10.0,10.0,10.0,10.0,-10.0,11.376806424738513,0.6845471059286886,0.7289686274214116,2
13,-0.8390000000000001,-0.22564897422362157,4.161000000000001,3.300000000000001,9.931399999999998,5.299999999999995,15.839,3.300000000000001,20.839000000000002,-0.7801704266881707,-10.0,-10.0,-10.0,10.0,-2.94,10.0,10.0,10.0,10.0,-10.0,11.542086370673724,0.7289686274214116,0.6845471059286886,2
14,-0.9390000000000001,-0.3256489742236216,4.061000000000002,3.4000000000000012,9.911799999999998,5.399999999999995,15.939,3.4000000000000012,20.939000000000004,-0.8801704266881707,-10.0,-10.0,-10.0,10.0,-1.96,10.0,10.0,10.0,10.0,-10.0,11.70880784659139,0.7705132427757893,0.6374239897486897,2
15,-1.0390000000000001,-0.4256489742236216,3.9610000000000016,3.5000000000000013,9.901999999999997,5.499999999999995,16.039,3.5000000000000013,21.039000000000005,-0.9801704266881707,-10.0,-10.0,-10.0,10.0,-0.98,10.0,10.0,10.0,10.0,-10.0,11.876927242672737,0.8090169943749473,0.5877852522924732,2
16,-1.1390000000000002,-0.5256489742236216,3.8610000000000015,3.6000000000000014,9.901999999999997,5.599999999999994,16.139000000000003,3.6000000000000014,21.139000000000006,-1.0801704266881706,-10.0,-10.0,-10.0,10.0,0.0,10.0,10.0,10.0,10.0,-10.0,12.046370938933162,0.8443279255020151,0.5358267949789965,2
17,-1.2390000000000003,-0.6256489742236215,3.7610000000000015,3.7000000000000015,9.911799999999998,5.699999999999994,16.239000000000004,3.7000000000000015,21.239000000000008,-1.1801704266881707,-10.0,-10.0,-10.0,10.0,0.98,10.0,10.0,10.0,10.0,-10.0,12.217070603453301,0.8763066800438637,0.48175367410171516,2
18,-1.3390000000000004,-0.6812138188963874,3.6610000000000014,3.8000000000000016,9.911799999999998,5.799999999999994,16.339000000000006,3.8000000000000016,21.33900000000001,-1.2801704266881708,-10.0,-5.556484467276588,-10.0,10.0,0.0,10.0,10.0,10.0,10.0,-10.0,12.38896309320989,0.9048270524660196,0.42577929156507266,2
19,-1.4390000000000005,-0.7812138188963874,3.5610000000000013,3.9000000000000017,9.921599999999998,5.899999999999993,16.439000000000007,3.9000000000000017,21.43900000000001,-1.380170426688171,-10.0,-10.0,-10.0,10.0,0.98,10.0,10.0,10.0,10.0,-10.0,12.555782901367696,0.9297764858882513,0.3681245526846781,2
